%Barred Bathymetry used in the 2004 REU experiment
%File compiled from east and west wall surveys, interpolated onto 0.1 m grid - Jason Magalen
%x=0 : Wavemaker, positive onshore ; z=0 : SWL positive up
%x [m]      z [m]
52.82	 -0.680
52.92	 -0.679
53.02	 -0.681
53.12	 -0.683
53.22	 -0.684
53.32	 -0.686
53.42	 -0.687
53.52	 -0.689
53.62	 -0.690
53.72	 -0.691
53.82	 -0.692
53.92	 -0.693
54.02	 -0.693
54.12	 -0.694
54.22	 -0.695
54.32	 -0.696
54.42	 -0.697
54.52	 -0.698
54.62	 -0.699
54.72	 -0.698
54.82	 -0.698
54.92	 -0.698
55.02	 -0.698
55.12	 -0.698
55.22	 -0.698
55.32	 -0.698
55.42	 -0.698
55.52	 -0.697
55.62	 -0.697
55.72	 -0.696
55.82	 -0.695
55.92	 -0.694
56.02	 -0.692
56.12	 -0.691
56.22	 -0.690
56.32	 -0.688
56.42	 -0.685
56.52	 -0.682
56.62	 -0.688
56.72	 -0.698
56.82	 -0.707
56.92	 -0.717
57.02	 -0.726
57.12	 -0.736
57.22	 -0.745
57.32	 -0.754
57.42	 -0.764
57.52	 -0.773
57.62	 -0.782
57.72	 -0.791
57.82	 -0.801
57.92	 -0.810
58.02	 -0.819
58.12	 -0.829
58.22	 -0.838
58.32	 -0.847
58.42	 -0.856
58.52	 -0.864
58.62	 -0.872
58.72	 -0.880
58.82	 -0.889
58.92	 -0.897
59.02	 -0.905
59.12	 -0.913
59.22	 -0.922
59.32	 -0.930
59.42	 -0.938
59.52	 -0.947
59.62	 -0.955
59.72	 -0.963
59.82	 -0.972
59.92	 -0.980
60.02	 -0.987
60.12	 -0.990
60.22	 -0.992
60.32	 -0.990
60.42	 -0.987
60.52	 -0.984
60.62	 -0.982
60.72	 -0.979
60.82	 -0.977
60.92	 -0.974
61.02	 -0.971
61.12	 -0.969
61.22	 -0.966
61.32	 -0.963
61.42	 -0.961
61.52	 -0.958
61.62	 -0.956
61.72	 -0.953
61.82	 -0.950
61.92	 -0.948
62.02	 -0.944
62.12	 -0.941
62.22	 -0.937
62.32	 -0.934
62.42	 -0.930
62.52	 -0.927
62.62	 -0.923
62.72	 -0.920
62.82	 -0.917
62.92	 -0.913
63.02	 -0.909
63.12	 -0.905
63.22	 -0.901
63.32	 -0.897
63.42	 -0.892
63.52	 -0.888
63.62	 -0.884
63.72	 -0.879
63.82	 -0.875
63.92	 -0.871
64.02	 -0.869
64.12	 -0.867
64.22	 -0.865
64.32	 -0.863
64.42	 -0.861
64.52	 -0.858
64.62	 -0.856
64.72	 -0.854
64.82	 -0.852
64.92	 -0.850
65.02	 -0.848
65.12	 -0.846
65.22	 -0.844
65.32	 -0.842
65.42	 -0.840
65.52	 -0.838
65.62	 -0.835
65.72	 -0.832
65.82	 -0.829
65.92	 -0.825
66.02	 -0.822
66.12	 -0.819
66.22	 -0.815
66.32	 -0.812
66.42	 -0.809
66.52	 -0.805
66.62	 -0.802
66.72	 -0.798
66.82	 -0.795
66.92	 -0.791
67.02	 -0.787
67.12	 -0.784
67.22	 -0.780
